	Topic_Num	Topic_Perc_Contrib	Keywords	Text
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/18/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/18/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/18/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/18/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/18/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/18/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/18/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/18/1999 05:00:00 PM-11/18/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Jeremy Morris interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>746</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/19/1999 11:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>11/19/1999 11:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>11/19/1999 11:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/19/1999 11:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/19/1999 11:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>11/19/1999 12:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/19/1999 12:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/19/1999 11:00:00 AM-11/19/1999 12:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding, ISO meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>747</OMNICalendarEntryID>
        <OMNICreatedDate>11/17/1999 6:16:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/19/1999 11:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>11/19/1999 11:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>11/19/1999 11:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/19/1999 11:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/19/1999 11:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>11/19/1999 12:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/19/1999 12:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/19/1999 11:00:00 AM-11/19/1999 12:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding, ISO meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>748</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:00 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/19/1999 11:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>11/19/1999 11:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>11/19/1999 11:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/19/1999 11:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/19/1999 11:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>11/19/1999 12:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/19/1999 12:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/19/1999 11:00:00 AM-11/19/1999 12:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding, ISO meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>749</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/19/1999 11:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>11/19/1999 11:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>11/19/1999 11:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/19/1999 11:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/19/1999 11:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>11/19/1999 12:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/19/1999 12:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/19/1999 11:00:00 AM-11/19/1999 12:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding, ISO meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>750</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/22/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/22/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/22/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/22/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/22/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/22/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/22/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/22/1999 04:00:00 PM-11/22/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Transmission meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>751</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/22/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/22/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/22/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/22/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/22/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/22/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/22/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/22/1999 04:00:00 PM-11/22/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Transmission meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>752</OMNICalendarEntryID>
        <OMNICreatedDate>11/17/1999 6:16:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/22/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/22/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/22/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/22/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/22/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/22/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/22/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/22/1999 04:00:00 PM-11/22/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Transmission meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>753</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:00 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/22/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/22/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/22/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/22/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/22/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/22/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/22/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/22/1999 04:00:00 PM-11/22/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Transmission meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>754</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>12/02/1999 12:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>12/02/1999 12:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>12/02/1999 12:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>12/02/1999 12:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>12/02/1999 12:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>12/02/1999 01:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>12/02/1999 01:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>12/02/1999 12:30:00 PM-12/02/1999 01:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Tualatin Midas  684-1318</OMNISubject>
        <OMNIBody>On 99 before 217.  Across from Capone's Pizza.  When pass Shuck's auto parts, 
get in center lane.
On left once you have passed Jack in the Box on the left.</OMNIBody>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>755</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:00 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>12/02/1999 12:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>12/02/1999 12:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>12/02/1999 12:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>12/02/1999 12:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>12/02/1999 12:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>12/02/1999 01:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>12/02/1999 01:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>12/02/1999 12:30:00 PM-12/02/1999 01:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Tualatin Midas  684-1318</OMNISubject>
        <OMNIBody>On 99 before 217.  Across from Capone's Pizza.  When pass Shuck's auto parts, 
get in center lane.
On left once you have passed Jack in the Box on the left.</OMNIBody>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>756</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>12/08/1999 10:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>12/08/1999 10:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>12/08/1999 10:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>12/08/1999 10:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>12/08/1999 10:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>12/08/1999 11:00:00 AM</OMNIEndDateTime>
        <OMNI$NoPurge>12/08/1999 11:00:00 AM</OMNI$NoPurge>
        <OMNITimeRange>12/08/1999 10:00:00 AM-12/08/1999 11:00:00 AM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>757</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:01 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>12/08/1999 10:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>12/08/1999 10:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>12/08/1999 10:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>12/08/1999 10:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>12/08/1999 10:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>12/08/1999 11:00:00 AM</OMNIEndDateTime>
        <OMNI$NoPurge>12/08/1999 11:00:00 AM</OMNI$NoPurge>
        <OMNITimeRange>12/08/1999 10:00:00 AM-12/08/1999 11:00:00 AM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Redding</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>758</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:01 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>12/08/1999 11:00:00 AM</OMNICalendarDateTime>
        <OMNIStartDate>12/08/1999 11:00:00 AM</OMNIStartDate>
        <OMNIStartDateTime>12/08/1999 11:00:00 AM</OMNIStartDateTime>
        <OMNIOriginalDateTime>12/08/1999 11:00:00 AM</OMNIOriginalDateTime>
        <OMNIReminderTime>12/08/1999 11:00:00 AM</OMNIReminderTime>
        <OMNIEndDateTime>12/08/1999 11:45:00 AM</OMNIEndDateTime>
        <OMNI$NoPurge>12/08/1999 11:45:00 AM</OMNI$NoPurge>
        <OMNITimeRange>12/08/1999 11:00:00 AM-12/08/1999 11:45:00 AM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>SMUD meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>759</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:08 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
